SOURCE_ID,ra,dec,phot_g_mean_mag
3945492820807311232,185.02507206625847,15.714513582600164,7.9166517
3945493645441032576,184.9988146325633,15.742157964274789,13.81796
3945495603946121216,185.0322315049364,15.795848665302795,12.678577
3945495741385075584,185.04786285908008,15.820084897994485,14.167067
3945496703457776128,185.24194056535734,15.761075486408833,14.500403
3945498077847624320,185.27585230205344,15.815080551593102,10.139566
3945498833761556864,185.35586184559446,15.825966030974044,12.605102
3945498868121294848,185.32722599920248,15.82842227841735,9.271617
3945499280438171904,185.40837709919901,15.870099489336507,13.903312
3945500964065334272,185.20223487058777,15.837554431894196,14.753114
3945503541045714688,185.3128664685005,15.927971506850115,13.983182
3945506358544195456,184.5559915192788,15.47237882290721,13.549648
3945505465190997248,184.53982267896257,15.439563543109974,14.417682
3945505808788382208,184.64446707925498,15.472514140754038,13.4563055
3945507939092162432,184.6873025153517,15.533863177813396,14.051759
3945508317049285376,184.71831571834227,15.577816082762878,13.506618
3945509210402483200,184.67519546869957,15.604757479941041,13.06955
3945509244762220928,184.64334314328443,15.58946140867055,13.016806
3945513230491871872,184.53197673652326,15.6495774090993,14.110974
3945513264851610496,184.54304522279807,15.655605362894063,14.223608
3945515120277484160,184.70740823274772,15.630621135756048,14.055521
3945515360795652096,184.6741834463921,15.634605768232799,14.104107
3945519552683734400,184.62774060044012,15.702900995278448,12.149158
3945521373749870208,184.77197619359234,15.792588368660557,14.9604435
3945521614268038016,184.70052469401094,15.75624278813886,14.941679
3945522988657554688,184.37700216826136,15.591205270293143,12.325329
3945524431766568320,184.37974287655373,15.658696958593657,14.8773775
3945525634357425152,184.55923049002706,15.718071953514379,12.906645
3945528176978051200,184.34015667949072,15.743330123111184,12.521935
3945528245697526784,184.2747379206188,15.69457329707196,11.79243
3945531097555813888,184.41808267843007,15.827215684777023,13.5121
3945531819110332032,184.55781816472637,15.749580771648768,12.493762
3945535633041294592,184.64017557101312,15.90266247734101,10.717369
3945536384659357952,184.46742917777473,15.851629518509409,13.02501
3945537007430813696,184.44054241321513,15.838502334103291,10.834261
3945538656698257664,184.61677756211452,15.916612110931188,14.751138
3945539137734595072,184.60011951826255,15.968292415357743,14.80717
3945539481331977728,184.50237288031602,15.94185996750464,14.047895
3945540134167008000,184.54129752985276,15.9980799399693,13.279143
3945540443404688896,184.94229587994062,15.745030502242411,14.364441
3945540958800766080,184.96995163759243,15.786890423563534,14.823061
3945541783434486016,184.85392309163868,15.805232864486612,13.3184395
3945542711147424512,185.0213091439337,15.828568434127375,13.350112
3945545185048561408,184.81881447615294,15.846516681539907,11.304063
3945546181480974336,184.76705442278765,15.87392647808679,14.311074
3945546284560189568,184.77720764059015,15.890760520092375,13.848064
3945547349712104832,184.92952313801126,15.925184441983607,13.2073765
3945544326054041344,185.0482517164431,15.904171458828607,13.322305
3945544326055129344,185.04779439539925,15.904148800112116,9.95915
3945544600933036928,185.02325207380045,15.929374848338645,14.037807
3945547762028966400,184.9556164978228,15.949218142663469,13.733219
3945548036906848640,184.88906333179153,15.9290556310558,12.904518
3945548101330370688,184.8764971854498,15.9285073974576,14.911864
3945548277425016960,184.85563384303558,15.93405835343065,14.959027
3945553427089814272,185.16818534937295,16.082205428331804,14.919512
3945553774983181568,184.9815493009759,15.979577207013591,13.877851
3945553774983181696,184.9876665923385,15.979456327227236,14.083466
3945556794344174592,185.04697400496232,16.0761835945726,14.76403
3945557966871234176,184.7308871491343,15.884801778545908,9.596678
3945558379188095744,184.7343963660105,15.928307929000962,14.677302
3945558482267312000,184.8106407900652,15.92682365641154,14.657209
3945559306901031424,184.69295386799382,15.93980525683881,14.99522
3945561196686644096,184.78663036375437,16.00023615070734,13.8232565
3945561574643766400,184.76775697915076,16.031856889922672,14.814981
3945562124399581440,184.81166263319224,16.076489192251138,12.653142
3945562399277485440,184.6595932451964,15.973613279553657,13.830763
3945563430069622400,184.6210234518236,16.008658858471904,12.394625
3945564185983867264,184.6774952020908,16.06552002570737,14.62336
3945564632660481664,184.77115099157453,16.048812701823557,13.939635
3945564770099434880,184.71827967940237,16.054533076076464,11.018114
3945566007050001152,184.69499827180752,16.113389685349606,14.403026
3945567656317460864,184.9637729534089,16.11562845889918,13.81384
3945568137352661504,184.84840781482174,16.09692813460095,11.599818
3945568480951182080,184.9463499838297,16.130035522763965,14.8012905
3945569649182312960,185.06534423343615,16.182059334981194,13.0543585
3945569924060219776,185.03863765908784,16.193488523179624,14.761296
3945572157443188608,184.87971322139717,16.20723331716345,14.691712
3945572260522401280,184.77118515540369,16.159590196370843,14.171886
3945573737991154688,184.93192349827123,16.238978504392758,12.4875765
3945574184667754240,184.93156524100903,16.264838604705233,14.935846
3945574390826183040,184.8764747645404,16.235880781614373,14.01135
3945575833935542144,185.59418834746523,15.746126640230633,14.246801
3945576486770571776,185.67711340120084,15.812642774924205,13.953892
3945576624209500032,185.60064706459366,15.773390119213449,13.005431
3945578582714635776,185.71583334989677,15.870182530681202,14.733437
3945579682226263936,185.67448680962227,15.903299778301601,12.839993
3945580197622290688,185.52983111976383,15.83109200076545,12.165474
3945581400213134592,185.4987517701458,15.881564979119702,13.188238
3945581434572873216,185.50698128800957,15.889547917718014,14.863307
3945584698748067200,185.80972118027398,15.916765864747646,14.29384
3945585111064927872,185.819890832914,15.930571867983756,14.224064
3945587413167401088,185.91683708381083,16.031196929232806,13.696964
3945587791124522240,185.85302403911874,16.02172119589453,13.414458
3945591467616528640,185.8592309046368,16.083461103933352,13.491372
3945593116883917568,185.4556782706021,15.892597384727534,14.909968
3945593563560846336,185.44159176594624,15.927322994956548,14.619128
3945594078956594560,185.5100603072645,15.968898306802366,14.37627
3945594697431856128,185.4041683855102,15.971162187298054,14.935693
3945595178468194432,185.45300618052667,16.00713365647452,13.261845
3945595762583774720,185.5270417860555,16.001167016115616,11.611838
3945596277979851648,185.59422716652813,16.044872877769155,13.177305
3945596484138298880,185.4977591216379,16.018564440795544,14.5049715
3945597171333049728,185.564509069741,16.073061736106713,13.858224
3945600332428952192,185.4864509220194,16.09002268160651,12.375509
3945600950904587648,185.44483494212096,16.09812476036043,14.9731245
3945601225782149888,185.41816932048255,16.12069452596782,13.323305
3945601775537965312,185.46057656991923,16.16088912463403,14.3035965
3945603974561248512,185.64112835981575,16.164834420164468,14.792742
3945604146359940096,185.69759816779077,16.12612986372571,14.552017
3945604902274185728,185.73828996025966,16.16864077067098,12.591142
3945604936633924224,185.7470817582905,16.175517959403702,14.281355
3945605245871568384,185.65869271757273,16.165355314139507,14.357641
3945605486389737216,185.65159151082023,16.18058199224799,14.796222
3945605589468952704,185.66940829347968,16.193245134874502,14.628651
3945606242303983488,185.70451081233358,16.246270645997065,14.550048
3945606276663717632,185.52859626631036,16.111597526636253,13.578253
3945610468551775616,185.5890772438902,16.292660882340773,13.571685
3945613148611454720,186.0488772610465,16.134796573884206,14.743431
3945615759950309888,185.95836014004777,16.16628305174357,14.783296
3945616687664492544,185.84111412310335,16.20610360109931,14.118047
3945617546657952384,185.9534923373776,16.2134244299514,14.928603
3945620948272054400,186.08027494442985,16.265254499342433,14.213433
3945620982631803520,186.108346961393,16.25746921849539,14.773477
3945621979064217216,186.2305793411369,16.298409043598113,9.501887
3945622013423955200,186.21094914220754,16.29128704526142,14.577286
3945622219582386048,186.2919634620539,16.304208331617602,13.7075615
3945622769338199424,186.1985217458843,16.302945560484304,12.656084
3945623216014799104,186.20720144792648,16.355572118726368,13.285819
3945623525252444928,186.25644039551477,16.372742750294666,14.187168
3945624796562754304,186.09280686053415,16.342562010532866,8.697173
3945625311958827776,185.9849002153415,16.333978894637557,14.092825
3945625689915952896,186.0999216742057,16.373999396726596,14.434055
3945629332048169984,185.8425561927007,16.279132281834258,14.553962
3945629435127382528,185.74724024916904,16.243332374121266,8.000116
3945629675645551616,185.746060081884,16.265376821498094,13.382505
3945630328480582912,185.79627366808032,16.305103395853454,13.494221
3945631290553302784,185.91426117357065,16.321835136177754,12.69281
3945633042899911936,185.69260628443723,16.29891611545209,14.543617
3945633798814156416,185.68197907142874,16.320659011258112,13.345486
3945633936253110400,185.699485437416,16.329400608338823,12.866908
3945633936253110912,185.70152183678127,16.329237685575112,13.210344
3945634000676124928,185.69233585937414,16.341259294735845,14.1082325
3945635929117939840,185.85109294692649,16.44008091224352,13.078176
3945637234788042624,186.00731395864872,16.366760871390202,14.695703
3945637956342549888,185.98658317027625,16.416318122580012,8.708704
3945639605609992576,186.03076774528276,16.44875320291487,12.750906
3945640739481359616,185.9984359846186,16.498422511126563,10.440367
3945641220517697536,186.05084326317433,16.533271037649467,13.896561
3945641529755293952,185.87979240578463,16.432144860498568,13.9129095
3945643488260382464,185.8615596622324,16.5356065865732,14.391727
3945643797498074624,186.00155731928626,16.521770552310997,11.325141
3945645618564162944,185.96666516002406,16.60029762281422,13.257424
3945645962161501696,185.2655039597575,16.05301870724317,13.066365
3945646030880978688,185.29964408614495,16.064911873968114,14.494111
3945646305758886272,185.2863411117216,16.08269256966516,12.877206
3945647130392607232,185.26166799348078,16.095010926448754,13.668103
3945649191976911104,185.32229882145165,16.15592179157475,14.418926
3945652829813153792,185.24891650179197,16.22971525595063,13.835899
3945652937188374656,185.26203836836316,16.241202340980077,14.503295
3945653280785759616,185.29827833020767,16.253525434009735,12.799721
3945653452584471680,185.3278024257403,16.273013004196795,14.140384
3945654272921763200,185.31117990047014,16.296585249241488,12.559172
3945654723894807808,185.43914690747135,16.20661894865857,14.851709
3945655823406418944,185.40363388288586,16.236804149923433,12.519621
3945656648040140928,185.4138069562012,16.292951948959654,14.041841
3945659499898441088,185.37469264050668,16.311344199606786,13.871456
3945659809136071680,185.41191226241764,16.336972537003952,14.306858
3945662729713814272,185.38292323399062,16.4256207538785,14.691671
3945664860017583744,185.04277326865065,16.26448998172743,12.767309
3945665959529216768,185.17668481968397,16.290056932411453,14.166757
3945666371846078976,185.25277433567229,16.33444274683851,14.025159
3945667368278491392,185.18148293318723,16.35585904762371,12.739665
3945667471357707392,185.21791829371773,16.37405467080626,14.845315
3945668227271944064,184.98571169597068,16.30927607022914,14.206856
3945668944530447488,184.97088322633712,16.305108153397327,12.479232
3945670872971805440,185.12183020878103,16.40000871439671,12.576324
3945671113489974784,185.14220220072522,16.448139440173687,14.239457
3945672041202904576,185.06711845534656,16.45039920838684,12.9919615
3945672831477244544,185.33144894162774,16.399400517362526,14.35079
3945674824341720320,185.34460368868477,16.45896327092719,14.461837
3945674927420935808,185.352939459702,16.477304504528014,13.0526905
3945674961780674304,185.3635422302375,16.47863275658989,13.9955635
3945675679038763520,185.33625704169842,16.477327558949217,12.367655
3945675889493609600,185.27697581043626,16.488634987561316,14.951396
3945676370529947776,185.33872277458195,16.52172565531613,13.771706
3945676950349083776,185.176699595761,16.448229718347804,12.487944
3945678294675294592,185.1929720831999,16.49944773893157,14.381149
3945681073517688960,185.636049422842,16.35756863800533,9.332837
3945681593210228608,185.66939698020502,16.392648862369605,11.090023
3945681936807583232,185.6342692542434,16.409126505433402,13.963062
3951345796079532288,182.80043051067895,19.49837788013274,13.472073
3951346620713253504,182.8277877719957,19.548680144514933,12.636399
3945688190279968640,185.66109196137964,16.539291231618957,12.729176
3951347754584620416,182.78727373377038,19.606550039941524,10.375436
3945691317016190464,185.73353237757527,16.580236488064937,14.531798
3951350572083166208,182.73961191263487,19.6089015142427,13.739126
3951352530588255104,182.82491116049565,19.66323426780593,13.269312
3945693619118663552,185.8341904339303,16.666791832285362,13.868957
3951354935769959168,182.98693506673328,19.679427401895893,12.884175
3945694237593923072,185.70959422275826,16.57450957256393,12.354791
3945694237593923328,185.7133478765467,16.58544073543557,13.370657
3945694271953661824,185.72374203911804,16.59305730709401,14.446241
3951355863482879744,182.97096591654653,19.717954334627386,14.06662
3951357650189291392,183.10274384885787,19.800675709051525,8.191122
3945695302745815296,185.75308133684456,16.674459699123243,14.801138
3951360227169653120,182.87016379583133,19.788981584208862,14.352823
3951360845644944256,182.88114419529654,19.811934497923723,14.577855
3945698498201487104,185.807746236588,16.770682874154126,13.204458
3945699494634230400,185.4848870618078,16.56607814620104,10.027352
3951366652440701952,182.69422020939112,19.77364657180287,14.705118
3945699975670208384,185.43073851777285,16.576205785843616,13.828131
3945701212620810496,185.5128595879938,16.61962987224363,14.6411085
3945702930607731200,185.5539339441694,16.700540653741488,13.965113
3945702964967448832,185.51949648415487,16.70660652081905,14.740267
3945703274205092224,185.3897206430516,16.615862445087515,9.833362
3951372596675441280,182.80337356885687,19.840627828611126,14.759261
3951372596675441408,182.79575171621184,19.845116177957795,12.920586
3945704133198550528,185.3206886977678,16.61618321124926,14.814669
3945704442436196608,185.306058752753,16.64163281221957,14.178085
3951375242375323008,182.92994857246944,19.95459432143746,13.574587
3951375276735061760,182.94221536129507,19.961246078337012,14.430014
3951375826490849792,182.8545490767891,19.958583195739337,14.370818
3951375895210327040,182.85171659639204,19.964889138960316,13.867574
3945706229142594688,185.50843781725126,16.744610346437305,6.6554847
3951377578837506048,182.76653402787636,19.97170285598656,12.619632
3945707637891888000,185.62871664447053,16.682840088480656,13.930879
3951379296824426880,182.87226413967892,20.007806313131915,14.7388525
3945708153287965952,185.69911479354,16.726146139788767,14.374791
3945708256367179904,185.63853195814698,16.71425427437844,14.343274
3951382492280118912,183.10002049397843,19.887208806953378,13.449307
3945708840482731520,185.5688068552874,16.725702216198783,14.483434
3951383316913853056,183.25570225182756,19.906344593763976,14.976982
3945710043073577984,185.71488055508212,16.779845961099152,14.815118
3945711692341020928,185.71508972696137,16.84697421065262,14.413804
3951384691303388160,183.19905697618427,19.973257472659633,14.898716
3951385412857880448,183.07435415501777,19.903851130827587,13.210538
3945712448255262208,185.57058721322142,16.78991457270541,14.145403
3945712654413670400,185.55613566571708,16.7943650864891,14.038554
3945712826212385152,185.5922461881275,16.81522080630649,13.423788
3951387126549349248,183.11738395525495,19.987011703277304,11.612883
3951388917551196544,183.1076815261829,20.021925541208265,14.439863
3945715368833003392,185.59956589512342,16.893320252773314,14.286488
3951391666330278784,183.32999104379405,20.063652056807186,12.507814
3945716708862648832,187.01176446497715,15.772932015682338,14.910458
3951392422244523776,183.42663683060627,20.0916621778351,14.775449
3951392868921123712,183.47516613880347,20.110497385551415,14.106561
3945717769718207488,186.99551655662336,15.814594217870871,13.715618
3945717774014538752,187.00129037793482,15.814873680812017,10.597623
3951393998497021312,183.4391211714443,20.166568841267335,13.483356
3951394999224905728,183.26155386737312,20.097453480552947,12.87248
3951396785931297408,183.3301797474806,20.164663139234086,14.528599
3951396889010513536,183.39089900428178,20.17103348236498,12.87257
3951397679284483456,183.26720172493586,20.174324759782316,13.507109
3945722137701286528,186.89522660129168,15.872661241995287,14.307241
3945722511362101632,186.96062076118912,15.912481131987693,12.903346
3945722790536317440,186.95183903053368,15.938477177208334,14.277843
3951401561934917120,183.10534484815332,20.11087530263024,14.848195
3945723610873728896,187.08651097494317,15.956430050678277,12.6022625
3951402111690730624,183.02488296252642,20.107459639586207,13.268587
3951402524007592448,183.112172376037,20.147655466227903,14.791358
3945724405444021120,186.9812641682077,15.964120454627807,14.097564
3951403211202332288,182.88432901322423,20.064437798580983,13.73364
3945725023919337088,187.20547655204808,15.875515002715602,12.402533
3951405375865851520,182.9660462941057,20.144574173391373,13.305177
3951406200499572224,182.9405732363452,20.150159191434252,13.482313
3945726604467303296,187.15356946475126,15.96835445509104,14.009692
3945727291662091008,187.28624551288783,15.959150421988884,11.717995
3945728013216597504,187.3631176004473,16.029413125670548,14.310653
3945728803490560384,187.24161621849916,16.042630478564792,10.413672
3945729147087944576,187.2731476359983,16.044091735786353,14.856419
3945729318886637440,187.30993373242566,16.08537108540456,14.634968
3945729318886637696,187.30814764133126,16.08977576965835,13.281056
3951410735985064064,183.23062023418714,20.249863870790538,14.974076
3951412625770674048,183.09069203567867,20.274566704404364,10.477378
3951413244245940480,183.03898413798964,20.285638268050608,12.259906
3951413897080993792,183.1620284052238,20.275407446955487,13.605163
3945734472847361408,186.8927672467517,15.933134106815015,14.192835
3945734679005792000,186.88283305080162,15.946643693952716,14.927033
3945735469279774208,186.84973109343355,15.952541121622032,12.537354
3945736431352450432,186.94637893677813,16.00136985242263,12.420083
3945740142204168576,186.74319303783156,16.04640288531266,13.893434
3945741585313181056,186.7940678331699,16.080701854454574,14.949685
3945742994062480640,187.0179133457436,16.071833470739783,13.485948
3945743028422219264,187.0363784912976,16.06979281876697,11.992258
3945746464396083840,187.12506116487566,16.189072275162616,14.909371
3945747392108992384,186.92152639063684,16.145095567600382,14.936245
3945748182382974976,186.88816914997096,16.16460740923495,14.106352
3951427396162292864,182.71363542853732,20.061930491766475,13.393497
3951427984573695232,182.73898863481932,20.105798704258795,14.391893
3951428014637818240,182.7391366386493,20.11462143427549,12.433989
3945749762930943488,187.0726672411844,16.232188654976245,14.838825
3945749934729635968,187.10566401708238,16.253342829234715,13.733544
3945750484485449088,187.0205945338513,16.25466382985663,13.787258
3945752030673717760,187.4160455423599,16.074225627858738,14.981823
3951429015365824128,182.69668381475392,20.13505898297275,14.855936
3945753508142468224,187.38566476144203,16.160655287291082,12.622554
3945753714300898560,187.4652400237929,16.13159426064415,14.701256
3945754607654096768,187.52325904749466,16.195003943798863,13.184178
3945755260489125376,187.46764145305303,16.193844458499814,13.09046
3945755707165725184,187.48760999063097,16.242056667449432,13.85563
3945756016403350528,187.3014627598534,16.14278150710904,14.388211
3945756291281257728,187.28849719603548,16.157457771019615,14.3584
3945756634878641664,187.31689696367897,16.170120084981672,14.761659
3951432210821493248,182.70873844791046,20.188728505421118,14.964921
3945757047195501696,187.2693926238743,16.163517309986357,14.42683
3945758417288873856,187.3830717021452,16.225987955314235,12.55363
3945758799542185600,187.4479493336638,16.263942432241816,14.509358
3945762544753662592,187.6633559518592,16.282405762041286,14.298324
3945762613473139456,187.65212286093382,16.29975206018489,14.693333
3945764159661368064,187.64965410401206,16.368004554098487,14.477093
3945764400179536512,187.6099385182734,16.377126641474014,13.868929
3945766771001467136,187.47086663410738,16.400900215634145,13.355291
3945766874080697472,187.55019076767084,16.352252094054,14.288153
3945767904872848640,187.51142319487843,16.37755161793563,14.374222
3945768038015613824,187.53870791939065,16.41040477614757,13.150402
3945768970024741120,187.56517451829635,16.48213652309234,13.348816
3945770756731112064,187.20738503886864,16.29209230276551,13.708139
3945771615724571904,187.28787630041967,16.305085078953482,14.762297
3945771821883003008,187.32014604229326,16.316780222268196,11.263184
3945771890602480640,187.35251433565415,16.323785979599105,14.175266
3951451722857291776,182.81728999551066,20.16216992292271,11.200178
3951452311268462464,182.8495083111983,20.201807825033757,14.312793
3945773711668587136,187.11437111689247,16.300172513892726,13.826758
3945774673741262464,187.10362116200227,16.336170255613332,12.006227
3945776907124258560,187.17246602869506,16.408566903578794,13.526701
3945777182002165632,187.15284008762293,16.42341792633213,13.53163
3945777388160597376,187.23185673875227,16.441318707520264,14.484313
3951457190351288064,182.68078715486612,20.27396957493202,13.037176
3945778418952772736,187.41438496932133,16.384892124229737,14.441699
3951457911905817984,182.82484411180013,20.2926239814016,14.797645
3945779518464401280,187.369045855215,16.430057349021002,14.969955
3945780892853937920,187.48031812498462,16.486445553195427,13.113633
3945781683127921152,187.47433524179215,16.509006516666982,10.993343
3945782709623896064,187.29251992916957,16.48136521761779,14.106983
3945783568617355392,187.2251321371061,16.48129203617015,12.199478
3945784053949867264,187.30340495501048,16.5321058883228,12.453259
3945784878583589120,187.36769332518756,16.553073525760798,11.490615
3945785806296530432,187.33228108146855,16.572309937594664,13.103824
3945790376141665664,186.70947163239407,16.198018610295726,13.912434
3945791097696168832,186.58880782384733,16.12882456490661,14.981089
3945791784890937600,186.65943001944376,16.192571419030116,12.9121
3945795255224515328,186.68527200499054,16.30779564595495,13.071254
3945795736260852096,186.81733819885,16.21316684875587,13.650766
3945796389095907584,186.9124725550941,16.26960996913651,14.9385195
3945796457815384704,186.89845317249046,16.280291346159064,10.821814
3951487048963851136,183.57008304000775,20.168929008202017,14.955897
3951487285186351104,183.5399629481662,20.17401995822375,14.460371
3951488320274148224,183.52692853639596,20.21819117374359,14.244405
3951489385426060672,183.68597206770008,20.26845554203856,14.439419
3951489591584490496,183.61971211246066,20.27402682278022,11.439201
3945802436409838336,186.86669240484707,16.389984532873445,12.439191
3951492512162229248,183.42372762363036,20.268401083221494,14.6926775
3945803226683833088,186.83880431252558,16.399748786769457,14.789468
3945803776439635712,186.87069890781376,16.440375151776124,11.596436
3945804979030460288,186.57566133069366,16.267104064794804,14.369316
3945805082109674880,186.51558124618848,16.24985520462557,14.98492
3945807242479596544,186.62431484648795,16.342498314014726,11.482642
3945807659090053888,186.5804465448921,16.325670201462216,14.686831
3945808071406915456,186.60070541707805,16.354886326178992,8.963893
3945808896040633472,186.40228298837457,16.292697073423884,14.708249
3945810506652058240,186.40374721174695,16.364089442385286,13.553906
3945810648387289088,186.41780036984213,16.383645781614664,14.750532
3945810820185984000,186.52457074981515,16.353247177036796,14.186845
3945812297654735104,186.4642195212343,16.42165771378863,10.6790085
3945812984849514112,186.68503869771388,16.342882879787588,14.061669
3945813603324806400,186.7141576225855,16.389379968588337,14.827782
3945813843842975488,186.71005883976366,16.41123895511185,14.11834
3945815458750679680,186.7403878145611,16.445373048504454,13.490195
3945820574055575040,186.73208527322694,16.591787405635294,13.957507
3945822330698379648,187.08215737722006,16.38202684201812,13.206992
3945823979965821952,187.12588404284858,16.418686041285515,14.1678705
3945827003622773632,186.96655579454003,16.488893309733967,14.808267
3945828137494465920,186.93715687219537,16.525473732966507,10.700341
3945828618530512640,187.0516816336675,16.533959102168456,14.548636
3945829786761584128,186.96911723356652,16.56939023849958,14.581247
3945829786761584384,186.9801594813117,16.57124341582506,14.71034
3945831436029052928,187.2406491852175,16.56826979027184,13.985854
3945831951425127168,187.13877565255535,16.565084467672033,10.305658
3945832363741989376,187.22952259525502,16.594416456569363,14.829781
3945833806851003264,187.32948294490225,16.659665768600963,14.065885
3945834013009432576,187.27400532511552,16.63477617059837,14.819085
3945838960811760128,187.23198868373748,16.750610821725346,14.30663
3945839407488324224,186.8683059736542,16.51031819968589,12.329721
3945839476207800832,186.85327279655155,16.51436639463719,14.878842
3945840300840295936,186.87816390607554,16.572443757102228,12.381505
3945840300841523840,186.87825272218797,16.572367676581422,12.654489
3945840610079168128,186.8342045162647,16.56376772538822,13.290686
3945840953676552576,186.80347482326752,16.59206028684675,13.973609
3945844767607513472,186.82834994035193,16.66537154085906,14.488675
3945845283003572224,186.72938544410798,16.653340376832986,14.878888
