pl_name,pl_orbper,pl_rade,pl_bmasse,sy_dist,ra,dec,sky_coord.ra,sky_coord.dec
Kepler-477 b,11.1199028,,,,288.067445,42.355305,288.067445,42.355305
Kepler-477 b,11.11990653,1.84,,,288.067445,42.355305,288.067445,42.355305
Kepler-477 b,11.11990653,1.84,,,288.067445,42.355305,288.067445,42.355305
Kepler-477 b,11.11990653,1.84,,,288.067445,42.355305,288.067445,42.355305
Kepler-478 b,13.2217576,2.71,,,292.4870063,46.196187,292.4870063,46.196187
Kepler-478 b,13.22177501,,,,292.4870063,46.196187,292.4870063,46.196187
Kepler-478 b,13.2217576,2.86,,,292.4870063,46.196187,292.4870063,46.196187
Kepler-478 b,13.22178,2.74,,,292.4870063,46.196187,292.4870063,46.196187
Kepler-478 b,13.22175358,2.38,,,292.4870063,46.196187,292.4870063,46.196187
Kepler-478 b,13.22175358,,,,292.4870063,46.196187,292.4870063,46.196187
Kepler-478 b,13.2217576,2.86,,,292.4870063,46.196187,292.4870063,46.196187
Kepler-478 b,13.22174465,,,,292.4870063,46.196187,292.4870063,46.196187
Kepler-478 b,13.2217576,2.86,,,292.4870063,46.196187,292.4870063,46.196187
Kepler-479 b,12.493311,2.5,,344.901,291.0218899,37.7698734,291.0218899,37.7698734
Kepler-479 b,12.49341307,2.01,,344.901,291.0218899,37.7698734,291.0218899,37.7698734
Kepler-479 b,12.49340725,,,344.901,291.0218899,37.7698734,291.0218899,37.7698734
Kepler-479 b,12.49340725,2.2,,344.901,291.0218899,37.7698734,291.0218899,37.7698734
Kepler-479 b,,2.118,,344.901,291.0218899,37.7698734,291.0218899,37.7698734
Kepler-479 b,12.49343755,,,344.901,291.0218899,37.7698734,291.0218899,37.7698734
Kepler-479 b,12.49341307,2.01,,344.901,291.0218899,37.7698734,291.0218899,37.7698734
Kepler-479 b,12.49343008,,,344.901,291.0218899,37.7698734,291.0218899,37.7698734
Kepler-479 b,12.49341307,2.01,,344.901,291.0218899,37.7698734,291.0218899,37.7698734
Kepler-479 b,12.49341307,2.12,,344.901,291.0218899,37.7698734,291.0218899,37.7698734
Kepler-48 b,4.77800048,,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 b,4.77800306,,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 b,4.778,2.05,14.3,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 b,4.77799593,,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 b,,1.79,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 b,4.77800306,1.85,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 b,4.77800403,1.89,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 b,4.778,1.88,3.94,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 b,4.77800403,1.89,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 b,4.77800403,1.88,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 b,4.77800403,1.89,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 b,4.77800403,1.855,6.60916,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 b,4.7779803,2.14,21.1,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 b,4.777981,2.14,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 c,,2.552,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 c,9.67394685,,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 c,9.674,3.01,9.8,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 c,9.67395,2.71,14.61,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 c,9.6739431,,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 c,9.6739283,3.14,13.6,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 c,9.67395849,2.63,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 c,9.67395347,2.61,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 c,9.67395347,2.61,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 c,9.673928,3.15,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 c,9.67395347,2.56,11.09228,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 c,9.67395347,2.63,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 c,9.67395347,2.61,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 c,9.67395849,,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 d,42.89605505,2.02,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 d,42.89642324,,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 d,42.89592,2.35,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 d,42.89605505,2.02,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 d,42.89605505,2.02,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 d,42.89645024,,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 d,42.89645024,2.0,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 d,,1.937,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 d,42.8961,2.04,7.93,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 d,42.89605505,2.06,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 d,42.89614821,,,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 d,42.89605505,1.98,8.89085,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 e,998.116175,,687.32623,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 e,982.0,,657.0,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-48 f,5219.681854,,298.581,306.738,299.1393094,40.948939,299.1393094,40.948939
Kepler-480 b,4.9195838,2.43,,847.508,294.4639165,49.7650473,294.4639165,49.7650473
Kepler-480 b,4.919585,,,847.508,294.4639165,49.7650473,294.4639165,49.7650473
Kepler-480 b,4.91958477,,,847.508,294.4639165,49.7650473,294.4639165,49.7650473
Kepler-480 b,4.919576,2.45,,847.508,294.4639165,49.7650473,294.4639165,49.7650473
Kepler-480 b,4.9195838,2.43,,847.508,294.4639165,49.7650473,294.4639165,49.7650473
Kepler-480 b,,2.984,,847.508,294.4639165,49.7650473,294.4639165,49.7650473
Kepler-480 b,4.9195838,2.43,,847.508,294.4639165,49.7650473,294.4639165,49.7650473
Kepler-480 b,4.919585,2.86,,847.508,294.4639165,49.7650473,294.4639165,49.7650473
Kepler-480 b,4.91952603,,,847.508,294.4639165,49.7650473,294.4639165,49.7650473
Kepler-480 b,4.9195838,2.78,,847.508,294.4639165,49.7650473,294.4639165,49.7650473
Kepler-481 b,10.06082567,2.89,,813.724,291.9069862,49.262076,291.9069862,49.262076
Kepler-481 b,10.06083238,2.58,,813.724,291.9069862,49.262076,291.9069862,49.262076
Kepler-481 b,10.06083238,,,813.724,291.9069862,49.262076,291.9069862,49.262076
Kepler-481 b,10.060791,2.48,,813.724,291.9069862,49.262076,291.9069862,49.262076
Kepler-481 b,10.06082567,2.5,,813.724,291.9069862,49.262076,291.9069862,49.262076
Kepler-481 b,10.06084307,,,813.724,291.9069862,49.262076,291.9069862,49.262076
Kepler-481 b,,2.847,,813.724,291.9069862,49.262076,291.9069862,49.262076
Kepler-481 b,10.06082567,2.89,,813.724,291.9069862,49.262076,291.9069862,49.262076
Kepler-481 b,10.06082567,2.89,,813.724,291.9069862,49.262076,291.9069862,49.262076
Kepler-481 b,10.06079997,,,813.724,291.9069862,49.262076,291.9069862,49.262076
Kepler-482 b,56.35418576,2.2,,313.068,296.8229326,48.1077628,296.8229326,48.1077628
Kepler-482 b,56.35407916,2.59,,313.068,296.8229326,48.1077628,296.8229326,48.1077628
Kepler-482 b,56.35407916,,,313.068,296.8229326,48.1077628,296.8229326,48.1077628
Kepler-482 b,56.35387,1.94,,313.068,296.8229326,48.1077628,296.8229326,48.1077628
Kepler-482 b,56.35418576,2.2,,313.068,296.8229326,48.1077628,296.8229326,48.1077628
Kepler-482 b,56.35412315,,,313.068,296.8229326,48.1077628,296.8229326,48.1077628
Kepler-482 b,56.35418576,2.2,,313.068,296.8229326,48.1077628,296.8229326,48.1077628
Kepler-482 b,56.35418576,2.36,,313.068,296.8229326,48.1077628,296.8229326,48.1077628
Kepler-482 b,,2.944,,313.068,296.8229326,48.1077628,296.8229326,48.1077628
Kepler-482 b,56.35399451,,,313.068,296.8229326,48.1077628,296.8229326,48.1077628
Kepler-483 b,30.229104,2.35,,860.355,291.6467764,41.8846843,291.6467764,41.8846843
Kepler-483 b,,3.121,,860.355,291.6467764,41.8846843,291.6467764,41.8846843
Kepler-483 b,30.229104,2.35,,860.355,291.6467764,41.8846843,291.6467764,41.8846843
Kepler-483 b,30.229104,2.35,,860.355,291.6467764,41.8846843,291.6467764,41.8846843
Kepler-483 b,30.22894526,,,860.355,291.6467764,41.8846843,291.6467764,41.8846843
Kepler-483 b,30.22935,2.6,,860.355,291.6467764,41.8846843,291.6467764,41.8846843
Kepler-483 b,30.22910274,3.49,,860.355,291.6467764,41.8846843,291.6467764,41.8846843
Kepler-483 b,30.2291726,,,860.355,291.6467764,41.8846843,291.6467764,41.8846843
Kepler-483 b,30.229104,3.21,,860.355,291.6467764,41.8846843,291.6467764,41.8846843
Kepler-483 b,30.22910274,,,860.355,291.6467764,41.8846843,291.6467764,41.8846843
Kepler-484 b,10.04556377,,,382.136,284.3942844,46.2491109,284.3942844,46.2491109
Kepler-484 b,10.045607,2.53,,382.136,284.3942844,46.2491109,284.3942844,46.2491109
Kepler-484 b,10.04556931,2.28,,382.136,284.3942844,46.2491109,284.3942844,46.2491109
Kepler-484 b,10.04556931,2.28,,382.136,284.3942844,46.2491109,284.3942844,46.2491109
Kepler-484 b,10.04556377,2.19,,382.136,284.3942844,46.2491109,284.3942844,46.2491109
Kepler-484 b,10.04556899,,,382.136,284.3942844,46.2491109,284.3942844,46.2491109
Kepler-484 b,10.04556931,2.28,,382.136,284.3942844,46.2491109,284.3942844,46.2491109
Kepler-484 b,,2.285,,382.136,284.3942844,46.2491109,284.3942844,46.2491109
Kepler-484 b,10.04556931,2.28,,382.136,284.3942844,46.2491109,284.3942844,46.2491109
Kepler-484 b,10.04556692,,,382.136,284.3942844,46.2491109,284.3942844,46.2491109
Kepler-485 b,3.2432598,14.41,,1140.95,294.9963415,50.4700458,294.9963415,50.4700458
Kepler-485 b,3.2432603,12.3,,1140.95,294.9963415,50.4700458,294.9963415,50.4700458
Kepler-485 b,3.24325967,,,1140.95,294.9963415,50.4700458,294.9963415,50.4700458
Kepler-485 b,,13.642,,1140.95,294.9963415,50.4700458,294.9963415,50.4700458
Kepler-485 b,3.2432598,13.63,,1140.95,294.9963415,50.4700458,294.9963415,50.4700458
Kepler-485 b,3.24325988,12.91,,1140.95,294.9963415,50.4700458,294.9963415,50.4700458
Kepler-485 b,3.2432598,13.63,,1140.95,294.9963415,50.4700458,294.9963415,50.4700458
Kepler-485 b,3.24324877,14.58,,1140.95,294.9963415,50.4700458,294.9963415,50.4700458
Kepler-485 b,3.24325988,,,1140.95,294.9963415,50.4700458,294.9963415,50.4700458
Kepler-485 b,3.2432599,,,1140.95,294.9963415,50.4700458,294.9963415,50.4700458
Kepler-485 b,3.2432598,13.63,,1140.95,294.9963415,50.4700458,294.9963415,50.4700458
Kepler-487 b,15.35876766,,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 b,15.3587684,11.42,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 b,,11.426,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 b,15.35876777,,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 b,15.3587794,11.0,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 b,15.3587684,11.31,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 b,15.35876911,,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 b,15.3587684,11.31,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 b,15.35876777,10.89,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 b,15.3587684,11.31,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 c,38.65154,2.3,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 c,38.65247245,,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 c,38.6519976,2.62,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 c,38.6520796,2.07,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 c,38.6519976,2.62,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 c,38.6520796,,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 c,,2.172,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 c,38.6519976,2.68,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 c,38.6519976,2.62,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 d,2.4183985,2.3,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 d,2.41839004,2.775,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 d,2.41840544,2.79,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 d,2.41840544,2.79,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 d,2.41840684,,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 d,2.41840684,2.25,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 d,2.41840544,2.79,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-487 d,2.41840562,,,872.343,295.2872318,41.2220033,295.2872318,41.2220033
Kepler-489 b,17.2762904,7.3,,369.645,290.8332412,38.1841851,290.8332412,38.1841851
Kepler-489 b,17.27629612,8.34,,369.645,290.8332412,38.1841851,290.8332412,38.1841851
Kepler-489 b,17.27629612,8.34,,369.645,290.8332412,38.1841851,290.8332412,38.1841851
Kepler-489 b,17.27629668,7.31,,369.645,290.8332412,38.1841851,290.8332412,38.1841851
Kepler-489 b,17.27630085,,,369.645,290.8332412,38.1841851,290.8332412,38.1841851
Kepler-489 b,17.27629668,,,369.645,290.8332412,38.1841851,290.8332412,38.1841851
Kepler-489 b,17.27629612,7.72,,369.645,290.8332412,38.1841851,290.8332412,38.1841851
Kepler-489 b,17.27629755,,,369.645,290.8332412,38.1841851,290.8332412,38.1841851
Kepler-489 b,,7.438,,369.645,290.8332412,38.1841851,290.8332412,38.1841851
Kepler-489 b,17.27629612,8.34,,369.645,290.8332412,38.1841851,290.8332412,38.1841851
Kepler-49 b,7.20385586,2.25,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 b,,2.036,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 b,7.204,2.3,8.0,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 b,7.2037945,2.72,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 b,7.028,1.83,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 b,7.20385064,2.23,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 b,7.20385258,,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 b,7.2,2.579,9.77,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 b,7.20349407,2.18,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 b,7.20385064,2.23,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 b,7.20385586,,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 b,7.20385064,2.63,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 b,7.203794,2.71,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 b,7.20385064,2.23,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 b,,2.609,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 b,7.204,2.04,8.6,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 c,10.91274807,2.63,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 c,10.91401005,1.9,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 c,10.912935,2.54,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 c,10.913,2.8,5.9,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 c,10.91274065,,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 c,,2.991,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 c,10.913,2.99,8.3,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 c,10.91,2.444,8.38,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 c,10.91271752,,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 c,10.91274807,2.63,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 c,10.91274065,2.13,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 c,10.913,2.69,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 c,10.9129343,2.55,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 c,10.91274807,2.63,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 c,10.91274807,3.1,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 c,,2.467,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 d,2.577,1.83,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 d,2.57657102,,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 d,2.57656969,1.84,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 d,2.57653594,1.51,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 d,2.576549,1.6,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 d,2.57657102,1.57,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 d,2.57657133,,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 d,2.57656969,1.54,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 d,,2.036,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 d,2.57656969,1.54,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 d,2.5765676,,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 d,2.576555,1.84,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 d,,1.822,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 d,2.57656969,1.54,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 e,,2.163,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 e,18.5960431,1.3,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 e,18.5960431,1.3,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 e,18.59622,1.97,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 e,18.5960431,1.51,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 e,18.596,1.96,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 e,18.59621032,,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 e,,1.771,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 e,18.59611518,,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 e,18.5960431,1.3,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 e,18.59611518,1.53,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 e,18.596108,1.56,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-49 e,18.59626777,,,311.222,292.2945208,40.5918123,292.2945208,40.5918123
Kepler-490 b,3.26869482,11.0,,1523.0,295.025662,46.9559536,295.025662,46.9559536
Kepler-490 b,3.26870635,15.047,,1523.0,295.025662,46.9559536,295.025662,46.9559536
Kepler-490 b,3.26869522,,,1523.0,295.025662,46.9559536,295.025662,46.9559536
Kepler-490 b,,13.984,,1523.0,295.025662,46.9559536,295.025662,46.9559536
Kepler-490 b,3.26869515,11.65,,1523.0,295.025662,46.9559536,295.025662,46.9559536
Kepler-490 b,3.26869515,12.13,,1523.0,295.025662,46.9559536,295.025662,46.9559536
Kepler-490 b,3.26869515,12.13,,1523.0,295.025662,46.9559536,295.025662,46.9559536
Kepler-490 b,3.26869504,16.91,,1523.0,295.025662,46.9559536,295.025662,46.9559536
Kepler-490 b,3.26869515,12.13,,1523.0,295.025662,46.9559536,295.025662,46.9559536
Kepler-490 b,3.26869504,,,1523.0,295.025662,46.9559536,295.025662,46.9559536
Kepler-491 b,4.22538454,,,630.785,287.1305782,42.3501533,287.1305782,42.3501533
Kepler-491 b,4.22538451,9.16,,630.785,287.1305782,42.3501533,287.1305782,42.3501533
Kepler-491 b,4.22538451,8.92,,630.785,287.1305782,42.3501533,287.1305782,42.3501533
Kepler-491 b,4.22538411,,,630.785,287.1305782,42.3501533,287.1305782,42.3501533
Kepler-491 b,4.22538451,9.16,,630.785,287.1305782,42.3501533,287.1305782,42.3501533
Kepler-491 b,4.22534983,8.889,,630.785,287.1305782,42.3501533,287.1305782,42.3501533
Kepler-491 b,4.22538451,9.16,,630.785,287.1305782,42.3501533,287.1305782,42.3501533
Kepler-491 b,,8.523,,630.785,287.1305782,42.3501533,287.1305782,42.3501533
Kepler-491 b,4.22538454,9.0,,630.785,287.1305782,42.3501533,287.1305782,42.3501533
Kepler-491 b,4.2253846,10.0,,630.785,287.1305782,42.3501533,287.1305782,42.3501533
Kepler-493 b,3.00387955,,,1745.77,295.3075252,38.8815716,295.3075252,38.8815716
Kepler-493 b,3.00390101,16.721,,1745.77,295.3075252,38.8815716,295.3075252,38.8815716
Kepler-493 b,3.00387639,,,1745.77,295.3075252,38.8815716,295.3075252,38.8815716
Kepler-493 b,3.00387658,11.42,,1745.77,295.3075252,38.8815716,295.3075252,38.8815716
Kepler-493 b,3.00387658,11.42,,1745.77,295.3075252,38.8815716,295.3075252,38.8815716
Kepler-493 b,,12.885,,1745.77,295.3075252,38.8815716,295.3075252,38.8815716
Kepler-493 b,3.00387658,15.13,,1745.77,295.3075252,38.8815716,295.3075252,38.8815716
Kepler-493 b,3.00387658,11.42,,1745.77,295.3075252,38.8815716,295.3075252,38.8815716
Kepler-493 b,3.0038752,11.3,,1745.77,295.3075252,38.8815716,295.3075252,38.8815716
Kepler-493 b,3.00387955,10.96,,1745.77,295.3075252,38.8815716,295.3075252,38.8815716
Kepler-495 b,3.41303622,4.55,,658.924,285.9307362,39.0981201,285.9307362,39.0981201
Kepler-495 b,3.41303635,,,658.924,285.9307362,39.0981201,285.9307362,39.0981201
Kepler-495 b,,5.286,,658.924,285.9307362,39.0981201,285.9307362,39.0981201
Kepler-495 b,3.41303635,6.62,,658.924,285.9307362,39.0981201,285.9307362,39.0981201
Kepler-495 b,3.41303622,4.55,,658.924,285.9307362,39.0981201,285.9307362,39.0981201
Kepler-495 b,3.41303585,,,658.924,285.9307362,39.0981201,285.9307362,39.0981201
Kepler-495 b,3.41307809,5.501,,658.924,285.9307362,39.0981201,285.9307362,39.0981201
Kepler-495 b,3.41303622,4.55,,658.924,285.9307362,39.0981201,285.9307362,39.0981201
Kepler-495 b,3.41303622,5.23,,658.924,285.9307362,39.0981201,285.9307362,39.0981201
Kepler-495 b,3.4130351,4.8,,658.924,285.9307362,39.0981201,285.9307362,39.0981201
Kepler-495 b,3.41303209,,,658.924,285.9307362,39.0981201,285.9307362,39.0981201
Kepler-495 c,5.89661966,1.28,,658.924,285.9307362,39.0981201,285.9307362,39.0981201
Kepler-495 c,5.89660978,1.219,,658.924,285.9307362,39.0981201,285.9307362,39.0981201
Kepler-495 c,5.89686,0.74,,658.924,285.9307362,39.0981201,285.9307362,39.0981201
Kepler-495 c,5.8966109,0.8,,658.924,285.9307362,39.0981201,285.9307362,39.0981201
Kepler-495 c,5.89661966,,,658.924,285.9307362,39.0981201,285.9307362,39.0981201
Kepler-495 c,5.8966109,0.8,,658.924,285.9307362,39.0981201,285.9307362,39.0981201
Kepler-495 c,5.8966109,0.8,,658.924,285.9307362,39.0981201,285.9307362,39.0981201
Kepler-496 b,8.30865307,2.42,,605.274,291.6408978,41.2411044,291.6408978,41.2411044
Kepler-496 b,,2.249,,605.274,291.6408978,41.2411044,291.6408978,41.2411044
Kepler-496 b,8.30864937,2.32,,605.274,291.6408978,41.2411044,291.6408978,41.2411044
Kepler-496 b,8.308485,2.33,,605.274,291.6408978,41.2411044,291.6408978,41.2411044
Kepler-496 b,8.30866735,,,605.274,291.6408978,41.2411044,291.6408978,41.2411044
Kepler-496 b,8.30864937,1.97,,605.274,291.6408978,41.2411044,291.6408978,41.2411044
Kepler-496 b,8.30870362,,,605.274,291.6408978,41.2411044,291.6408978,41.2411044
Kepler-496 b,8.30865307,,,605.274,291.6408978,41.2411044,291.6408978,41.2411044
Kepler-496 b,8.30864937,1.97,,605.274,291.6408978,41.2411044,291.6408978,41.2411044
Kepler-496 b,8.30864937,1.97,,605.274,291.6408978,41.2411044,291.6408978,41.2411044
Kepler-497 b,,8.653,,1291.98,290.7659557,38.9279468,290.7659557,38.9279468
Kepler-497 b,3.57320367,5.95,,1291.98,290.7659557,38.9279468,290.7659557,38.9279468
Kepler-497 b,3.57321,5.2,,1291.98,290.7659557,38.9279468,290.7659557,38.9279468
Kepler-497 b,3.57320367,5.95,,1291.98,290.7659557,38.9279468,290.7659557,38.9279468
Kepler-497 b,3.57320367,5.95,,1291.98,290.7659557,38.9279468,290.7659557,38.9279468
Kepler-497 b,3.57320359,,,1291.98,290.7659557,38.9279468,290.7659557,38.9279468
Kepler-497 b,3.5732028,5.81,,1291.98,290.7659557,38.9279468,290.7659557,38.9279468
Kepler-497 b,3.5732028,,,1291.98,290.7659557,38.9279468,290.7659557,38.9279468
Kepler-497 b,3.57320367,6.04,,1291.98,290.7659557,38.9279468,290.7659557,38.9279468
Kepler-498 b,,3.487,,938.844,290.3581592,44.5187225,290.3581592,44.5187225
Kepler-498 b,9.613716,3.0,,938.844,290.3581592,44.5187225,290.3581592,44.5187225
Kepler-498 b,9.61375356,3.03,,938.844,290.3581592,44.5187225,290.3581592,44.5187225
Kepler-498 b,9.61375865,,,938.844,290.3581592,44.5187225,290.3581592,44.5187225
Kepler-498 b,9.61375356,3.46,,938.844,290.3581592,44.5187225,290.3581592,44.5187225
Kepler-498 b,9.61375356,3.46,,938.844,290.3581592,44.5187225,290.3581592,44.5187225
Kepler-498 b,9.61375356,3.46,,938.844,290.3581592,44.5187225,290.3581592,44.5187225
Kepler-498 b,9.61374946,,,938.844,290.3581592,44.5187225,290.3581592,44.5187225
Kepler-498 b,9.61375316,,,938.844,290.3581592,44.5187225,290.3581592,44.5187225
Kepler-498 b,9.61375316,3.27,,938.844,290.3581592,44.5187225,290.3581592,44.5187225
Kepler-499 b,5.63252845,2.1,,556.726,295.1099549,43.9151012,295.1099549,43.9151012
